region,post_datetime,neighborhood,post_title_text,post_price,post_link,id
new_jersey,2020-04-18 01:26:00,Ridgewood,Bedroom in 2 bedroom luxury apartment (Ridgewood),1350,https://newyork.craigslist.org/que/roo/d/ridgewood-bedroom-in-2-bedroom-luxury/7105919920.html,https://newyork.craigslist.org/que/roo/d/ridgewood-bedroom-in-2-bedroom-luxury/7105919920.html_2020_04_18
new_jersey,2020-04-18 01:13:00,ASTORIA,"Cozy, fully furnished bedroom in a 2 BD apartment, everything included",1200,https://newyork.craigslist.org/que/roo/d/astoria-cozy-fully-furnished-bedroom-in/7109994117.html,https://newyork.craigslist.org/que/roo/d/astoria-cozy-fully-furnished-bedroom-in/7109994117.html_2020_04_18
new_jersey,2020-04-18 00:21:00,Woodside,Room for Rent in Woodside Queens,1100,https://newyork.craigslist.org/que/roo/d/sunnyside-room-for-rent-in-woodside/7109985702.html,https://newyork.craigslist.org/que/roo/d/sunnyside-room-for-rent-in-woodside/7109985702.html_2020_04_18
new_jersey,2020-04-17 22:36:00,downtown stamford ct,NO FEE !!! LUXURY 2+1 Room/2 Bath CONDO for RENT,2500,https://newyork.craigslist.org/fct/roo/d/stamford-no-fee-luxury-21-room-2-bath/7109960678.html,https://newyork.craigslist.org/fct/roo/d/stamford-no-fee-luxury-21-room-2-bath/7109960678.html_2020_04_17
new_jersey,2020-04-17 20:52:00,East Norwalk,"1br - East Norwalk CT, 1 Bedroom Apartment (First St)",1500,https://newyork.craigslist.org/fct/roo/d/norwalk-1br-east-norwalk-ct-1-bedroom/7103133730.html,https://newyork.craigslist.org/fct/roo/d/norwalk-1br-east-norwalk-ct-1-bedroom/7103133730.html_2020_04_17
new_jersey,2020-04-17 20:38:00,bushwick/ridgewood,Virtual Tour Available - Master King Bedroom w/ everything you need,1000,https://newyork.craigslist.org/que/roo/d/brooklyn-virtual-tour-available-master/7106045194.html,https://newyork.craigslist.org/que/roo/d/brooklyn-virtual-tour-available-master/7106045194.html_2020_04_17
new_jersey,2020-04-17 20:32:00,Astoria,1. No Fee /room / Great Location/all included/ furnished,1200,https://newyork.craigslist.org/que/roo/d/astoria-1-no-fee-room-great-location/7109922266.html,https://newyork.craigslist.org/que/roo/d/astoria-1-no-fee-room-great-location/7109922266.html_2020_04_17
new_jersey,2020-04-17 19:26:00,Astoria,Furnished bed room for rent,1000,https://newyork.craigslist.org/que/roo/d/astoria-furnished-bed-room-for-rent/7109895830.html,https://newyork.craigslist.org/que/roo/d/astoria-furnished-bed-room-for-rent/7109895830.html_2020_04_17
manhattan,2020-04-17 14:38:00,Financial District,"Heart of Manhattan, Furnished Room, Highrise, Gym, Short Term, All Inc",1380,https://newyork.craigslist.org/mnh/roo/d/new-york-heart-of-manhattan-furnished/7109734398.html,https://newyork.craigslist.org/mnh/roo/d/new-york-heart-of-manhattan-furnished/7109734398.html_2020_04_17
manhattan,2020-04-17 11:56:00,Inwood / Wash Hts,"Large, bright bedroom available in a renovated apartment. Take a look",1100,https://newyork.craigslist.org/mnh/roo/d/new-york-large-bright-bedroom-available/7105492042.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-bright-bedroom-available/7105492042.html_2020_04_17
